id,churn_true,p_churn,rank,decile,gender,customer_age,income_category,card_category,months_inactive_12_mon,total_trans_ct
716368008,1,0.7608095272121752,366,9,F,44,Less than $40K,Blue,3,42
714006333,1,0.7600889050011962,367,9,M,49,$80K - $120K,Blue,1,47
717628608,0,0.7553821578051743,368,9,M,36,$40K - $60K,Blue,3,53
712487883,1,0.754095450397839,369,9,M,49,$60K - $80K,Blue,1,70
711535158,1,0.7540170402559313,370,9,F,53,Less than $40K,Blue,2,72
719612583,1,0.753078148055981,371,9,F,39,Less than $40K,Blue,3,93
717575958,1,0.7490557248973314,372,9,F,63,Unknown,Blue,2,29
789144633,0,0.7457652189126791,373,9,F,38,Less than $40K,Blue,3,33
719679858,0,0.7453299919416768,374,9,M,47,Less than $40K,Blue,1,32
720612333,1,0.7436609070817314,375,9,F,46,Less than $40K,Blue,1,76
713536158,0,0.7432440228627569,376,9,F,51,Less than $40K,Blue,1,33
720096558,0,0.7421914640568211,377,9,F,47,Less than $40K,Blue,2,69
717765183,0,0.7421196943630196,378,9,F,63,Less than $40K,Gold,1,56
794482158,0,0.741516382709997,379,9,F,49,Less than $40K,Blue,3,69
716739258,0,0.7391218416355299,380,9,M,63,$60K - $80K,Silver,4,81
719593608,1,0.7352410124109573,381,9,F,42,Less than $40K,Blue,2,74
715783758,0,0.7347012777162539,382,9,F,31,Less than $40K,Blue,3,62
713696808,1,0.7344884089152982,383,9,F,26,$40K - $60K,Blue,2,27
784798683,0,0.7341625305132278,384,9,M,39,$80K - $120K,Blue,1,36
771075258,0,0.7340053280199075,385,9,F,36,Less than $40K,Blue,1,40
714967233,1,0.7336759724287342,386,9,M,48,$60K - $80K,Blue,2,88
715124958,0,0.7323357833374592,387,9,F,61,Less than $40K,Blue,3,104
772341783,1,0.7320282449954092,388,9,M,44,$60K - $80K,Blue,3,70
711657783,0,0.7319915971223888,389,9,M,45,$80K - $120K,Blue,3,46
712627083,1,0.7316675448128451,390,9,F,61,Less than $40K,Blue,2,36
717174558,1,0.72840931393184,391,9,F,44,Less than $40K,Blue,3,67
710754933,1,0.7280724036836825,392,9,M,36,$60K - $80K,Blue,1,46
720062508,1,0.7276034990661466,393,9,M,54,$80K - $120K,Blue,3,55
789196158,0,0.7271804939742359,394,9,M,44,$60K - $80K,Blue,3,60
761544333,0,0.7263154165292134,395,9,F,41,Less than $40K,Blue,3,76
718737708,0,0.7253162465177684,396,9,F,55,Less than $40K,Blue,2,38
770721858,0,0.7251266224886154,397,9,F,49,$40K - $60K,Blue,2,70
710706558,0,0.7249582863223867,398,9,F,53,Less than $40K,Blue,1,27
711764733,0,0.7243039173156549,399,9,F,51,$40K - $60K,Blue,3,82
714311583,0,0.7239864442846846,400,9,M,53,$120K +,Blue,1,114
770705208,0,0.7225880188616,401,9,F,41,$40K - $60K,Blue,1,34
821889858,1,0.7206789208117579,402,9,M,47,Less than $40K,Blue,1,92
715848408,0,0.7195200187176922,403,9,F,48,Less than $40K,Blue,3,45
812788233,0,0.7139396821344852,404,9,F,50,Unknown,Blue,1,65
757481283,0,0.7123489199315233,405,9,F,44,Less than $40K,Blue,3,129
717260058,0,0.7118449314521188,406,9,M,61,$80K - $120K,Blue,6,36
709986633,0,0.7096526009706818,407,9,M,41,$80K - $120K,Blue,5,70
719118708,1,0.708705488169802,408,9,F,54,Less than $40K,Blue,2,90
826130133,0,0.7079007149595499,409,9,F,53,Unknown,Blue,3,42
715321008,1,0.7070366957790056,410,9,F,48,$40K - $60K,Blue,6,81
788782008,0,0.7066426023116074,411,9,F,38,Less than $40K,Blue,3,29
709213458,1,0.705581884741463,412,9,F,46,Less than $40K,Blue,3,86
719737833,0,0.7055513866123794,413,9,M,38,$40K - $60K,Blue,1,64
714960408,1,0.7047611756321829,414,9,F,38,Less than $40K,Blue,3,47
717657333,0,0.7040502417919016,415,9,F,51,Less than $40K,Blue,3,87
712405908,0,0.7013110803473941,416,9,M,42,$80K - $120K,Blue,3,75
720283758,1,0.7010076105597963,417,9,M,48,$40K - $60K,Blue,2,80
712267983,1,0.6984511615151309,418,9,M,61,$60K - $80K,Blue,3,55
719449533,1,0.6981412480387168,419,9,F,50,Less than $40K,Blue,3,95
789212883,1,0.6958952715989045,420,9,F,56,Unknown,Blue,3,29
711326583,0,0.6950932002094594,421,9,M,51,$120K +,Blue,1,71
714893733,0,0.6949569993106721,422,9,F,55,$40K - $60K,Blue,2,53
771429408,0,0.6929608176936993,423,9,M,43,$80K - $120K,Blue,2,96
716939358,0,0.6926558995992718,424,9,F,40,$40K - $60K,Blue,2,84
717624708,1,0.6923863287794605,425,9,M,55,$120K +,Silver,3,42
714615258,1,0.6919273892979303,426,9,M,48,$80K - $120K,Blue,2,49
780511683,1,0.6909156900695026,427,9,F,45,$40K - $60K,Silver,2,86
708788583,1,0.6907360368326013,428,9,M,60,$40K - $60K,Blue,3,101
714916758,0,0.6903375022780824,429,9,F,45,Less than $40K,Blue,2,101
711838008,1,0.6891968537067182,430,9,F,42,Unknown,Blue,3,93
715664808,1,0.6887992240909949,431,9,M,40,$40K - $60K,Blue,1,69
717185658,1,0.686993444137351,432,9,M,56,$60K - $80K,Blue,2,78
817142433,0,0.6844510401777834,433,9,M,46,$40K - $60K,Blue,3,48
759584958,1,0.6826536472023136,434,9,M,46,$120K +,Blue,2,49
713580633,0,0.6808575494425043,435,9,M,53,$120K +,Blue,2,24
785119833,0,0.6807810386979337,436,9,F,56,Unknown,Blue,2,71
718751133,0,0.6786562704939356,437,9,F,50,Less than $40K,Blue,1,48
755262933,0,0.6772037784651297,438,9,M,65,$40K - $60K,Blue,2,54
712144158,1,0.6751252386921673,439,9,F,56,Unknown,Blue,2,70
786566733,0,0.6742896559079609,440,9,F,63,Less than $40K,Blue,2,35
710813733,0,0.6740219956646524,441,9,F,48,Less than $40K,Blue,3,49
787505133,1,0.6724086114220462,442,9,F,50,Unknown,Blue,2,79
708319908,1,0.6711017509932524,443,9,M,50,$40K - $60K,Blue,3,71
716697708,1,0.6705476803899405,444,9,F,37,Less than $40K,Blue,1,124
794632308,0,0.6666355383340004,445,9,M,57,$80K - $120K,Blue,4,67
712765158,0,0.6636750356729484,446,9,M,28,Less than $40K,Blue,2,81
779528658,0,0.6620177617564963,447,9,M,51,$120K +,Blue,1,44
772360683,0,0.6607187184996071,448,9,M,56,$120K +,Blue,3,105
716971833,0,0.6600656725065991,449,9,F,48,Less than $40K,Blue,1,69
767333808,0,0.6595573893750873,450,9,F,64,Less than $40K,Blue,1,43
721217283,0,0.659004075977135,451,9,F,50,Unknown,Blue,3,119
779883933,0,0.6585767002111372,452,9,F,37,Less than $40K,Blue,2,31
738062658,0,0.6585742487693783,453,9,F,35,Less than $40K,Blue,2,71
721500108,0,0.6583539380706184,454,9,M,55,$60K - $80K,Blue,1,38
716329383,1,0.6570046266317168,455,9,F,35,Less than $40K,Blue,1,30
714078558,1,0.6565857510211432,456,9,F,43,Less than $40K,Blue,1,85
719953383,0,0.6563348453659626,457,9,M,36,$120K +,Blue,2,49
708496833,1,0.6556719259692283,458,9,M,44,$80K - $120K,Blue,1,57
811571733,0,0.6552439081405134,459,9,F,32,Less than $40K,Blue,5,79
778742358,0,0.6539586393303232,460,9,M,43,$60K - $80K,Blue,1,94
711320508,0,0.6538079430703008,461,9,F,42,Unknown,Silver,2,121
715898058,0,0.6522059221690581,462,9,F,54,Less than $40K,Blue,4,62
710812533,1,0.6520545204244231,463,9,F,46,Less than $40K,Blue,3,62
712977183,0,0.6501424246396834,464,9,M,44,$80K - $120K,Blue,3,78
717368208,1,0.6500380175480224,465,9,M,43,$80K - $120K,Blue,1,67
757527033,0,0.6497301905150673,466,9,F,44,$40K - $60K,Blue,3,109
788739633,1,0.6481486497986834,467,9,M,36,$80K - $120K,Blue,4,37
712071708,0,0.6471448076915688,468,9,M,51,$60K - $80K,Blue,2,69
753220383,1,0.6450322176767337,469,9,F,49,Less than $40K,Blue,3,89
719686458,0,0.6420979767013671,470,9,M,45,$80K - $120K,Blue,4,72
768490458,1,0.6413987488261368,471,9,F,50,Unknown,Blue,3,33
719513733,0,0.6413551062348611,472,9,F,35,Less than $40K,Blue,2,76
711809283,0,0.6402145790298651,473,9,F,44,Less than $40K,Blue,2,45
720248208,0,0.6388580077650666,474,9,M,49,$60K - $80K,Blue,3,62
788699808,0,0.6381339059321112,475,9,M,42,$80K - $120K,Blue,1,76
716800908,0,0.6377193649979115,476,9,F,48,Less than $40K,Blue,3,83
711349083,0,0.6365726977399288,477,9,M,59,$60K - $80K,Blue,3,79
779848383,1,0.6363767614341408,478,9,M,53,$80K - $120K,Blue,2,36
827476983,1,0.6363576387857502,479,9,M,39,$60K - $80K,Blue,1,43
778430733,0,0.6350928958536696,480,9,F,54,Less than $40K,Blue,3,54
815908908,1,0.6339037998434832,481,9,F,47,Less than $40K,Blue,2,29
709610283,0,0.6317563089631298,482,9,F,58,Less than $40K,Blue,1,101
772687983,0,0.6316608243216524,483,9,F,49,Less than $40K,Gold,2,84
717561108,0,0.6294057754814003,484,9,F,57,$40K - $60K,Blue,3,79
789690483,0,0.6246702871997382,485,9,F,61,Less than $40K,Blue,2,20
721282908,0,0.6230061182415446,486,9,F,52,Unknown,Blue,5,74
816078708,0,0.6229649532088626,487,9,M,48,$40K - $60K,Blue,2,51
709275558,0,0.6224044377163586,488,9,F,44,Less than $40K,Blue,4,52
712721358,1,0.6218412940060983,489,9,M,31,Less than $40K,Silver,3,70
771051783,0,0.6216716688157259,490,9,M,49,$60K - $80K,Blue,4,49
789368658,0,0.6203513435386773,491,9,M,42,$80K - $120K,Blue,2,67
758765808,0,0.6195747373032515,492,9,M,43,$120K +,Blue,1,86
788812608,0,0.6191421860787463,493,9,M,39,$40K - $60K,Blue,3,89
772539558,0,0.618761978829997,494,9,M,40,$40K - $60K,Blue,2,35
709173108,1,0.6174373340128138,495,9,F,58,Less than $40K,Blue,5,71
714100008,1,0.6170826119278002,496,9,M,39,$80K - $120K,Blue,2,33
711615933,0,0.6164512028300488,497,9,M,50,$80K - $120K,Silver,4,79
716101308,0,0.6164066192338215,498,9,F,63,Less than $40K,Blue,3,35
788684508,0,0.6150199981873263,499,9,M,50,$120K +,Blue,2,59
709990983,0,0.6137461760392633,500,9,F,46,$40K - $60K,Blue,1,84
709485033,0,0.6127975859718751,501,9,F,47,$40K - $60K,Blue,1,91
721448283,1,0.6113967003512517,502,9,F,45,Unknown,Blue,4,83
788943333,1,0.6108371272094222,503,9,F,44,Less than $40K,Blue,2,78
715956258,0,0.6105953166922554,504,9,M,42,$60K - $80K,Blue,3,55
715050408,0,0.6101695293519704,505,9,F,52,Unknown,Blue,1,77
712589658,0,0.609402512797765,506,9,M,40,$80K - $120K,Blue,2,65
718623783,0,0.609044427460011,507,9,F,49,Less than $40K,Blue,3,73
716565258,0,0.6077737331473968,508,8,F,46,Less than $40K,Blue,3,42
712381683,0,0.6040153913742277,509,8,M,43,$60K - $80K,Blue,3,81
712370208,0,0.6019787259252118,510,8,M,35,$60K - $80K,Blue,1,124
817197333,0,0.6012222455109469,511,8,M,46,$60K - $80K,Blue,3,51
794498733,0,0.6011271248537361,512,8,M,47,$80K - $120K,Blue,1,99
721032633,1,0.5959376607465678,513,8,M,38,$80K - $120K,Blue,1,46
714081558,0,0.594723353661125,514,8,F,40,Unknown,Blue,2,33
822084333,1,0.5931129953721401,515,8,F,54,Unknown,Blue,4,44
779521533,0,0.5909782929276564,516,8,M,49,$60K - $80K,Blue,2,70
785387883,0,0.5907991492955592,517,8,M,34,$60K - $80K,Blue,3,49
769053033,1,0.5907533187315396,518,8,F,43,$40K - $60K,Blue,3,87
711210633,0,0.5879801700922574,519,8,M,31,$80K - $120K,Blue,1,48
715941633,0,0.5871658623771366,520,8,F,41,Less than $40K,Blue,4,85
712899333,0,0.5860583271058936,521,8,M,53,$60K - $80K,Blue,3,37
709793133,0,0.584971298371641,522,8,F,46,Less than $40K,Blue,2,89
719776608,0,0.5846213410885231,523,8,F,53,Less than $40K,Blue,4,60
718464258,0,0.5845286307706679,524,8,F,40,Less than $40K,Blue,2,79
709009833,0,0.5842084642139275,525,8,M,42,$60K - $80K,Blue,3,84
716434533,1,0.5831225148347313,526,8,F,43,Less than $40K,Blue,3,75
712805658,0,0.5801979269052291,527,8,F,35,Unknown,Blue,2,55
779331558,0,0.5788713398505092,528,8,M,64,Less than $40K,Blue,3,37
778228458,0,0.5731601460594015,529,8,F,62,Less than $40K,Blue,2,45
772202058,0,0.5712322706630681,530,8,F,48,Less than $40K,Blue,3,43
717500133,0,0.5710445319754737,531,8,F,36,$40K - $60K,Blue,2,90
711750183,0,0.570548740452286,532,8,F,48,Unknown,Blue,2,85
720033033,0,0.56781227753738,533,8,F,60,$40K - $60K,Blue,2,36
716682258,0,0.5658199080534045,534,8,M,46,$80K - $120K,Blue,1,67
708971583,0,0.5649707559079613,535,8,F,39,Less than $40K,Blue,2,78
721532583,1,0.564933278912227,536,8,M,45,$60K - $80K,Blue,2,39
714900408,0,0.5645898951249622,537,8,M,41,$80K - $120K,Blue,2,67
711146358,0,0.5643691436530635,538,8,M,36,$80K - $120K,Blue,3,39
715799808,1,0.5637715997288931,539,8,F,32,Less than $40K,Blue,1,46
717683583,0,0.5609740630935862,540,8,F,57,Less than $40K,Blue,2,87
712240083,1,0.5600985904079555,541,8,F,51,Less than $40K,Blue,4,66
778425408,0,0.5592360942756456,542,8,F,55,Unknown,Blue,1,73
754443033,1,0.5589022784208242,543,8,M,53,$120K +,Gold,1,98
719623083,0,0.5569902462069415,544,8,F,55,Unknown,Blue,3,23
720497958,0,0.5562020307578925,545,8,M,48,$80K - $120K,Blue,3,16
804415083,1,0.5542424233326976,546,8,M,44,$60K - $80K,Blue,3,71
818926833,0,0.5542010968918917,547,8,M,49,$80K - $120K,Blue,2,113
712161858,1,0.5535253817258748,548,8,M,47,$60K - $80K,Blue,2,68
713172408,0,0.5528606353150263,549,8,F,46,Unknown,Blue,3,67
714363858,0,0.5518690283613196,550,8,M,40,$40K - $60K,Silver,3,76
716136333,1,0.5517251067135733,551,8,F,57,$40K - $60K,Blue,2,37
771431133,0,0.5512363651270662,552,8,M,35,$120K +,Blue,3,55
710411358,1,0.5511203857860132,553,8,M,39,$60K - $80K,Blue,3,72
710342508,0,0.5499624683262134,554,8,F,36,Less than $40K,Blue,2,51
812222208,0,0.5485972435835994,555,8,M,52,$60K - $80K,Blue,4,35
788772708,0,0.5462979230763292,556,8,M,49,$60K - $80K,Blue,2,52
718011783,0,0.5452751281638862,557,8,F,62,Less than $40K,Blue,2,69
710638233,1,0.543620381092863,558,8,F,53,$40K - $60K,Blue,1,68
748503708,0,0.5434800080826694,559,8,F,33,$40K - $60K,Blue,3,86
788618208,0,0.543417182496674,560,8,M,44,$40K - $60K,Blue,1,95
779895108,0,0.5429787300101273,561,8,M,59,$60K - $80K,Blue,3,23
714052158,1,0.5427153177732841,562,8,M,45,$80K - $120K,Blue,2,50
719816583,1,0.5421896194447191,563,8,F,49,Unknown,Silver,3,71
714618333,0,0.5409748501229797,564,8,F,53,Less than $40K,Blue,2,72
718675158,1,0.5403930566957846,565,8,F,56,Less than $40K,Blue,2,63
711873033,1,0.5386838032470842,566,8,M,42,$40K - $60K,Blue,2,81
719671383,0,0.5356072995440935,567,8,F,42,Less than $40K,Blue,3,55
718418958,1,0.5353583941817023,568,8,M,47,$120K +,Blue,3,83
721427358,1,0.5344827203365988,569,8,M,52,$80K - $120K,Blue,3,84
720198183,0,0.5339544356448048,570,8,M,52,$80K - $120K,Blue,2,120
751450008,0,0.5318197134902088,571,8,F,43,Less than $40K,Blue,2,27
714524583,1,0.531033099897114,572,8,F,45,Less than $40K,Blue,2,84
711402333,0,0.5308601336125344,573,8,M,45,$80K - $120K,Blue,3,39
719554758,0,0.5303534731475787,574,8,F,48,Unknown,Blue,3,71
716931183,0,0.5299997821743955,575,8,F,47,$40K - $60K,Blue,2,88
715406658,1,0.5294320748255269,576,8,F,39,$40K - $60K,Blue,2,70
788808633,0,0.5268095384456775,577,8,F,53,Unknown,Blue,2,96
712165308,0,0.5264845085429962,578,8,M,51,$80K - $120K,Blue,3,71
717208833,1,0.5253341398173913,579,8,F,41,Less than $40K,Blue,3,40
769985883,0,0.5253321377410772,580,8,M,55,$60K - $80K,Blue,1,74
720124758,1,0.5218708282691911,581,8,M,49,$60K - $80K,Silver,2,69
709473708,0,0.5202075174373665,582,8,M,55,$40K - $60K,Blue,1,69
788761608,0,0.5189470712567522,583,8,F,35,$40K - $60K,Blue,1,71
806824908,0,0.5162615059382805,584,8,F,53,Less than $40K,Blue,3,42
778894233,0,0.5162260712783953,585,8,F,53,Less than $40K,Blue,1,65
718345233,0,0.5158884207378153,586,8,F,34,Less than $40K,Blue,2,35
714864333,1,0.5153720342626946,587,8,F,56,$40K - $60K,Blue,3,67
708637758,0,0.5146488521498666,588,8,F,40,Less than $40K,Blue,3,70
709678608,0,0.5138669193466486,589,8,M,60,$40K - $60K,Blue,3,60
720776508,0,0.5127734265441715,590,8,F,55,Unknown,Blue,5,47
714148758,0,0.5115922052147373,591,8,F,47,$40K - $60K,Blue,1,83
720983733,1,0.5115178975771291,592,8,M,55,$120K +,Blue,3,63
719359458,0,0.5113615673046168,593,8,M,51,$80K - $120K,Gold,1,88
721124658,1,0.5098796503078927,594,8,M,34,$120K +,Blue,1,69
720462633,0,0.5088598398947738,595,8,M,41,$40K - $60K,Blue,2,104
821149008,1,0.5087744845997086,596,8,M,36,$80K - $120K,Blue,2,41
780557658,0,0.507938771949039,597,8,M,55,$60K - $80K,Blue,1,51
708573933,0,0.5078974311943869,598,8,F,42,Unknown,Blue,1,73
719601708,0,0.5032881841619352,599,8,M,48,$120K +,Blue,3,88
710854008,0,0.5015233553008616,600,8,M,26,Less than $40K,Blue,3,44
716804283,0,0.5011312090118962,601,8,M,48,$40K - $60K,Blue,3,70
712612233,0,0.5010838053386758,602,8,M,41,$60K - $80K,Blue,3,105
810545733,0,0.5008792591274236,603,8,M,53,$80K - $120K,Blue,2,61
817977933,1,0.4994778257035981,604,8,M,40,$60K - $80K,Silver,3,35
709747308,0,0.4994103881944398,605,8,M,49,$120K +,Blue,1,58
770817783,0,0.4991334130220745,606,8,M,53,$120K +,Blue,2,68
715132758,0,0.4959454156851522,607,8,F,48,Less than $40K,Blue,1,98
787581858,0,0.4948234560263726,608,8,F,55,$40K - $60K,Blue,3,72
778885158,0,0.49412223834657976,609,8,F,44,Less than $40K,Blue,4,67
708298233,1,0.49397755606444843,610,8,F,65,$40K - $60K,Blue,3,57
709230708,0,0.49245169882190537,611,8,F,57,Less than $40K,Blue,1,86
718244958,0,0.4924355428626481,612,8,M,42,$60K - $80K,Blue,1,83
720621408,0,0.491842228168231,613,8,F,50,Less than $40K,Blue,4,71
780054258,0,0.49174107116911736,614,8,M,55,$60K - $80K,Blue,3,34
720119808,0,0.49161299953970783,615,8,M,40,$40K - $60K,Blue,1,42
710289783,1,0.4914577123640137,616,8,M,39,Less than $40K,Blue,2,72
718372458,0,0.49113637170852215,617,8,F,49,Unknown,Blue,1,65
713641233,0,0.4905076509406472,618,8,M,50,$60K - $80K,Blue,3,81
710736558,0,0.4867560553727095,619,8,M,45,$120K +,Blue,2,52
721038408,0,0.48592033065923396,620,8,F,40,$40K - $60K,Blue,2,56
771061008,1,0.4835435103109036,621,8,M,43,$40K - $60K,Blue,2,28
711122958,1,0.483189073898894,622,8,F,58,Less than $40K,Blue,0,40
767058183,0,0.4815445467561886,623,8,F,60,Less than $40K,Blue,3,74
714435408,0,0.48115877115190464,624,8,M,50,$120K +,Silver,2,27
783554958,0,0.4801881702462701,625,8,F,50,Unknown,Silver,2,73
713128833,0,0.47965979660252944,626,8,F,44,Less than $40K,Gold,3,91
710572458,0,0.4794762570649455,627,8,M,54,$80K - $120K,Blue,3,51
711089733,0,0.477808494942395,628,8,F,55,Unknown,Blue,3,55
721315233,0,0.47689980417885053,629,8,F,48,Less than $40K,Blue,1,74
818929158,0,0.4763107536554819,630,8,M,43,$120K +,Blue,1,38
714202008,1,0.4750816509926704,631,8,M,29,Less than $40K,Blue,1,37
718958583,1,0.4731021470351822,632,8,M,45,$120K +,Silver,1,75
713779908,0,0.4730196153690673,633,8,F,49,Less than $40K,Blue,1,79
793597833,0,0.46927124029895656,634,8,M,57,$120K +,Blue,3,29
708553008,0,0.4671565868562116,635,8,M,48,$120K +,Blue,2,44
720521808,0,0.4663548214686228,636,8,F,42,Less than $40K,Blue,3,77
794665608,0,0.4660703379896918,637,8,M,41,$80K - $120K,Blue,3,82
719629308,1,0.4659927217013947,638,8,M,55,$80K - $120K,Blue,2,53
799026633,0,0.4659776786936076,639,8,F,35,Less than $40K,Blue,1,59
780237033,0,0.4645605418520868,640,8,M,54,$120K +,Blue,1,54
717491058,0,0.46387116993379635,641,8,F,58,$40K - $60K,Blue,3,70
709879458,0,0.4628159929436125,642,8,M,51,$120K +,Blue,3,82
753795633,1,0.4628112902520155,643,8,F,50,$40K - $60K,Blue,1,67
708334158,0,0.4622342091339212,644,8,F,52,Unknown,Blue,4,74
809818008,0,0.46180601154153056,645,8,M,37,$60K - $80K,Blue,3,60
710277183,0,0.4608977708772352,646,8,F,39,Unknown,Blue,3,33
720064158,0,0.4580498787388959,647,8,M,45,$40K - $60K,Blue,1,82
779296908,0,0.4549127050867676,648,8,F,37,Less than $40K,Silver,3,106
821168733,0,0.4530270511148265,649,8,F,49,Unknown,Blue,3,82
714173808,0,0.45288400250063143,650,8,F,62,Less than $40K,Blue,2,20
826068183,0,0.4524240088125368,651,8,M,46,$40K - $60K,Silver,3,41
717203958,0,0.4523675402099385,652,8,F,55,Less than $40K,Silver,2,111
714831033,0,0.45191048117049165,653,8,F,42,$40K - $60K,Blue,3,44
715680933,0,0.4498632108251595,654,8,F,50,Less than $40K,Blue,1,59
716273133,0,0.44963426425987846,655,8,M,37,$40K - $60K,Blue,4,30
709108533,0,0.4490609899674424,656,8,F,52,Less than $40K,Blue,5,42
713257083,0,0.44707476578496513,657,8,F,38,Less than $40K,Blue,3,79
793636308,0,0.44660755378442263,658,8,M,54,$60K - $80K,Blue,1,45
716851908,0,0.44629903352965,659,8,F,36,$40K - $60K,Blue,2,84
712674183,0,0.44564711845419624,660,8,F,37,Less than $40K,Blue,3,78
797169633,0,0.4440380788942769,661,8,F,45,Less than $40K,Blue,3,64
788791383,0,0.44339094147156316,662,8,F,49,Less than $40K,Blue,3,66
772706283,0,0.44336105698688333,663,8,M,39,$80K - $120K,Blue,2,35
765731433,0,0.4429299477645784,664,8,M,43,$60K - $80K,Blue,1,73
713105508,0,0.4427190832645762,665,8,M,29,$120K +,Blue,2,78
715424283,0,0.4424567352940131,666,8,M,51,$80K - $120K,Blue,3,89
814590483,0,0.4400947305536703,667,8,M,54,$80K - $120K,Blue,1,74
717748608,1,0.4396488358505878,668,8,M,42,$60K - $80K,Blue,2,78
717758583,0,0.4393136005581394,669,8,F,46,Less than $40K,Blue,2,40
766006758,0,0.4392118556155115,670,8,F,48,Unknown,Blue,4,72
788912658,0,0.43750166459665407,671,8,M,41,$120K +,Blue,2,44
712727283,0,0.4370296496604764,672,8,F,49,Less than $40K,Blue,2,71
789907533,1,0.4362905821550871,673,8,M,48,$60K - $80K,Blue,3,83
820353558,0,0.43498398769708274,674,8,F,55,$40K - $60K,Blue,2,44
714797733,0,0.434710502152559,675,8,F,55,$40K - $60K,Blue,4,76
713879283,0,0.4314701189749794,676,8,F,56,Less than $40K,Blue,5,81
795855258,0,0.4310907742594066,677,8,F,40,Less than $40K,Blue,1,56
710061783,1,0.43050788516006144,678,8,F,47,Less than $40K,Blue,1,89
719872833,0,0.42811146286032475,679,8,F,47,Less than $40K,Blue,3,40
779548008,0,0.4248401566745202,680,8,F,50,Unknown,Blue,2,40
713422083,1,0.4244173959911816,681,8,M,31,$80K - $120K,Blue,3,69
717906783,0,0.42170839530881504,682,8,M,39,$60K - $80K,Blue,3,115
771976683,0,0.42073718780782765,683,8,F,43,Less than $40K,Blue,3,40
712434708,1,0.4204035541982591,684,8,F,54,$40K - $60K,Blue,3,42
802276683,0,0.41845820194901245,685,8,F,33,Unknown,Blue,2,64
711866358,0,0.4163734422090751,686,8,M,40,$120K +,Blue,3,70
779809908,0,0.41470516616258224,687,8,M,38,$80K - $120K,Silver,3,114
773448558,0,0.4107516877149062,688,8,M,49,$40K - $60K,Blue,1,69
712288158,0,0.4100736362993718,689,8,M,55,$120K +,Blue,2,57
789261558,0,0.4097669733160082,690,8,F,36,Unknown,Blue,3,85
716297658,0,0.4092322797743852,691,8,M,35,$120K +,Blue,3,48
785080308,0,0.4079074975873195,692,8,F,26,Unknown,Blue,0,49
827360883,0,0.40771416772764607,693,8,M,57,$80K - $120K,Blue,2,34
708536283,1,0.40765714793367436,694,8,F,52,Less than $40K,Blue,3,47
781306758,1,0.40744425416125296,695,8,M,45,$120K +,Blue,3,69
805259733,0,0.40741301874389996,696,8,F,45,Unknown,Blue,3,58
720714933,0,0.4066827524126806,697,8,F,59,Less than $40K,Blue,3,73
816829608,0,0.40501526674393273,698,8,M,56,$60K - $80K,Blue,2,91
711240108,0,0.40431467099522334,699,8,F,44,Less than $40K,Silver,3,74
779656908,0,0.4023043601490871,700,8,F,45,Less than $40K,Gold,3,103
716364408,0,0.4020274973817784,701,8,M,35,Less than $40K,Blue,3,40
820651908,0,0.4008323003683983,702,8,F,52,$40K - $60K,Silver,3,81
711521958,0,0.40071343304372886,703,8,M,31,Less than $40K,Blue,3,112
768687183,0,0.3998433177341824,704,8,M,42,$40K - $60K,Blue,3,89
720659283,0,0.39978156976857937,705,8,M,49,$80K - $120K,Blue,4,35
718708908,0,0.39585774769006765,706,8,F,42,Less than $40K,Blue,3,73
717030633,0,0.39554163526668057,707,8,F,38,Less than $40K,Blue,3,100
711480108,0,0.39536409072498996,708,8,F,26,Less than $40K,Blue,1,70
713015433,0,0.39526262805537465,709,8,F,60,Less than $40K,Silver,1,83
800758233,1,0.3951976084554358,710,8,M,54,$80K - $120K,Blue,2,49
771069033,0,0.3950606720312853,711,8,M,45,$60K - $80K,Blue,2,63
788705358,0,0.3940402355098268,712,8,F,50,Less than $40K,Blue,2,47
778968408,0,0.3933856274039779,713,8,M,52,$40K - $60K,Blue,3,73
711765708,0,0.39284789898725037,714,8,M,34,$120K +,Blue,3,36
712797258,0,0.39161437305076735,715,8,M,42,$80K - $120K,Blue,2,65
788122533,0,0.39128783759585595,716,8,M,45,$40K - $60K,Blue,1,56
778933983,0,0.39013571106008066,717,8,M,67,$40K - $60K,Blue,3,38
717835908,0,0.3896512654788767,718,8,M,49,$80K - $120K,Blue,3,69
713231658,0,0.3891114929202753,719,8,M,51,$60K - $80K,Blue,1,62
714574083,0,0.3875591722293233,720,8,F,41,$40K - $60K,Blue,3,79
779330208,0,0.38705458721517005,721,8,M,40,$40K - $60K,Blue,2,75
714217908,0,0.3870304328654557,722,8,M,47,$40K - $60K,Blue,3,76
714091983,0,0.38645899481081214,723,8,M,30,Less than $40K,Blue,2,38
779187783,0,0.3836630373802968,724,8,M,46,$60K - $80K,Blue,3,62
712475733,0,0.3835821996921175,725,8,F,45,Less than $40K,Blue,3,39
713246208,0,0.38337445061651404,726,8,M,60,$80K - $120K,Blue,1,78
714781908,0,0.38256869883020755,727,8,M,39,$40K - $60K,Blue,1,52
813901458,0,0.3825598775432689,728,8,F,43,$40K - $60K,Blue,3,65
711370458,0,0.3800119534062037,729,8,M,45,$60K - $80K,Blue,2,67
789611283,0,0.3797248579716347,730,8,M,37,$80K - $120K,Blue,2,100
721179708,0,0.3795532762048884,731,8,F,49,$40K - $60K,Blue,3,61
710819733,1,0.3794316416905732,732,8,F,41,Less than $40K,Blue,1,67
